id,date,set,song,time,location
23298,8/15/2009,1,Crowd Control,259,329
23299,8/15/2009,1,Kill Devil Falls,442,329
23300,8/15/2009,1,The Sloth,259,329
23301,8/15/2009,1,Beauty of a Broken Heart,332,329
23302,8/15/2009,1,Axilla,212,329
23303,8/15/2009,1,Foam,455,329
23304,8/15/2009,1,Esther,645,329
23305,8/15/2009,1,Ha Ha Ha,133,329
23306,8/15/2009,1,Party Time,459,329
23307,8/15/2009,1,Tube,264,329
23308,8/15/2009,1,Stealing Time From the Faulty Plan,334,329
23309,8/15/2009,1,Strange Design,206,329
23310,8/15/2009,1,Time Turns Elastic,984,329
23311,8/15/2009,2,Tweezer,625,329
23312,8/15/2009,2,Taste,568,329
23313,8/15/2009,2,Alaska,518,329
23314,8/15/2009,2,Let Me Lie,367,329
23315,8/15/2009,2,Fourty Six Days,985,329
23316,8/15/2009,2,Oh! Sweet Nuthin',442,329
23317,8/15/2009,2,Harry Hood,822,329
23318,8/15/2009,E,Good Times Bad Times,325,329
23319,8/15/2009,E,Tweezer Reprise,224,329
23320,8/16/2009,1,Llama,207,460
23321,8/16/2009,1,The Moma Dance,480,460
23322,8/16/2009,1,Guyute,653,460
23323,8/16/2009,1,Anything But Me,382,460
23324,8/16/2009,1,Cars Trucks Buses,302,460
23325,8/16/2009,1,Chalk Dust Torture,386,460
23326,8/16/2009,1,Golgi Apparatus,277,460
23327,8/16/2009,1,David Bowie,771,460
23328,8/16/2009,1,Cavern,260,460
23329,8/16/2009,1,Possum,476,460
23330,8/16/2009,1,Ocelot,557,460
23331,8/16/2009,1,Run Like an Antelope,584,460
23332,8/16/2009,2,Backwards Down the Number Line,1230,460
23333,8/16/2009,2,Twenty Years Later,466,460
23334,8/16/2009,2,Halley's Comet,344,460
23335,8/16/2009,2,Rock and Roll,655,460
23336,8/16/2009,2,Harpua,387,460
23337,8/16/2009,2,I Kissed a Girl,119,460
23338,8/16/2009,2,Hold Your Head Up,73,460
23339,8/16/2009,2,Harpua,476,460
23340,8/16/2009,2,You Enjoy Myself,1217,460
23341,8/16/2009,E,Grind,127,460
23342,8/16/2009,E,I Been Around,142,460
23343,8/16/2009,E,Highway to Hell,277,460
23344,10/29/2009,1,Jam,603,175
23345,10/29/2009,1,Banter,167,175
23346,10/29/2009,1,Undermind,548,175
23347,10/29/2009,1,Banter,61,175
23348,10/29/2009,1,Starship Trooper Jam,170,175
23349,10/29/2009,1,Banter,76,175
23350,10/29/2009,1,Gone,293,175
23351,10/29/2009,1,Banter,167,175
23352,10/29/2009,1,Liquid Time,796,175
23353,10/30/2009,1,Party Time,432,175
23354,10/30/2009,1,Chalk Dust Torture,559,175
23355,10/30/2009,1,The Moma Dance,453,175
23356,10/30/2009,1,NICU,354,175
23357,10/30/2009,1,Stealing Time From the Faulty Plan,467,175
23358,10/30/2009,1,Stash,795,175
23359,10/30/2009,1,I Didn't Know,226,175
23360,10/30/2009,1,Poor Heart,139,175
23361,10/30/2009,1,Cavern,289,175
23362,10/30/2009,1,Beauty of a Broken Heart,403,175
23363,10/30/2009,1,Ocelot,620,175
23364,10/30/2009,1,Time Turns Elastic,1012,175
23365,10/30/2009,2,Punch You In the Eye,521,175
23366,10/30/2009,2,Down with Disease,818,175
23367,10/30/2009,2,Prince Caspian,432,175
23368,10/30/2009,2,Wolfman's Brother,697,175
23369,10/30/2009,2,Piper,658,175
23370,10/30/2009,2,Joy,353,175
23371,10/30/2009,2,David Bowie,757,175
23372,10/30/2009,2,Harry Hood,936,175
23373,10/30/2009,2,Golgi Apparatus,277,175
23374,10/30/2009,E,Character Zero,494,175
23375,10/31/2009,1,Sample in a Jar,350,175
23376,10/31/2009,1,Divided Sky,990,175
23377,10/31/2009,1,Lawn Boy,223,175
23378,10/31/2009,1,Kill Devil Falls,554,175
23379,10/31/2009,1,Bathtub Gin,758,175
23380,10/31/2009,1,The Squirming Coil,496,175
23381,10/31/2009,1,Runaway Jim,423,175
23382,10/31/2009,3,Ghost,830,175
23383,10/31/2009,1,Possum,539,175
23384,10/31/2009,1,Run Like an Antelope,668,175
23385,10/31/2009,2,Rocks Off,310,175
23386,10/31/2009,2,Rip This Joint,173,175
23387,10/31/2009,2,Shake Your Hips,277,175
23388,10/31/2009,2,Casino Boogie,372,175
23389,10/31/2009,2,Tumbling Dice,351,175
23390,10/31/2009,2,Sweet Virginia,307,175
23391,10/31/2009,2,Torn and Frayed,535,175
23392,10/31/2009,2,Sweet Black Angel,248,175
23393,10/31/2009,2,Loving Cup,470,175
23394,10/31/2009,2,Happy,261,175
23395,10/31/2009,2,Turd on the Run,250,175
23396,10/31/2009,2,Ventilator Blues,332,175
23397,10/31/2009,2,I Just Want To See His Face,435,175
23398,10/31/2009,2,Let It Loose,406,175
23399,10/31/2009,2,All Down the Line,339,175
23400,10/31/2009,2,Stop Breaking Down,278,175
23401,10/31/2009,2,Shine a Light,346,175
23402,10/31/2009,2,Soul Survivor,409,175
23403,10/31/2009,3,Backwards Down the Number Line,726,175
23404,10/31/2009,3,Fluffhead,886,175
23405,10/31/2009,3,When the Circus Comes,363,175
23406,10/31/2009,3,You Enjoy Myself,1296,175
23407,10/31/2009,E,Suzy Greenberg,711,175
23408,11/1/2009,1,Water in the Sky,316,175
23409,11/1/2009,1,Back on the Train,340,175
23410,11/1/2009,1,Brian and Robert,281,175
23411,11/1/2009,1,Invisible,263,175
23412,11/1/2009,1,Strange Design,182,175
23413,11/1/2009,1,Mountains in the Mist,508,175
23414,11/1/2009,1,The Curtain With,715,175
23415,11/1/2009,1,Army of One,260,175
23416,11/1/2009,1,Sleep Again,356,175
23417,11/1/2009,1,My Sweet One,150,175
23418,11/1/2009,1,Let Me Lie,275,175
23419,11/1/2009,1,Bouncing Around the Room,246,175
23420,11/1/2009,1,Train Song,178,175
23421,11/1/2009,1,Wilson,283,175
23422,11/1/2009,1,McGrupp and the Watchful Hosemasters,501,175
23423,11/1/2009,E,Driver,235,175
23424,11/1/2009,E,Talk,226,175
23425,11/1/2009,E,Secret Smile,383,175
23426,11/1/2009,E,AC/DC Bag,466,175
23427,11/1/2009,E,Rift,381,175
23428,11/1/2009,E,Gotta Jibboo,646,175
23429,11/1/2009,E,Heavy Things,383,175
23430,11/1/2009,E,Reba,756,175
23431,11/1/2009,E,The Wedge,402,175
23432,11/1/2009,E,Guelah Papyrus,344,175
23433,11/1/2009,E,Undermind,471,175
23434,11/1/2009,E,Sparkle,241,175
23435,11/1/2009,E,Split Open and Melt,729,175
23436,11/1/2009,E,Maze,643,175
23437,11/1/2009,E,Free,543,175
23438,11/1/2009,E,Sugar Shack,317,175
23439,11/1/2009,E,Tweezer,889,175
23440,11/1/2009,E,Limb By Limb,474,175
23441,11/1/2009,E,Theme From the Bottom,494,175
23442,11/1/2009,E,Mike's Song,522,175
23443,11/1/2009,E,Also Sprach Zarathustra,382,175
23444,11/1/2009,E,Light,927,175
23445,11/1/2009,E,Slave to the Traffic Light,633,175
23446,11/1/2009,E,Grind,106,175
23447,11/1/2009,E,Esther,577,175
23448,11/1/2009,E,Tweezer Reprise,219,175
23449,11/18/2009,1,AC/DC Bag,507,119
23450,11/18/2009,1,Foam,556,119
23451,11/18/2009,1,Stealing Time From the Faulty Plan,406,119
23452,11/18/2009,1,Kill Devil Falls,580,119
23453,11/18/2009,1,Bouncing Around the Room > Sample in a Jar,663,119
23454,11/18/2009,1,It's Ice,448,119
23455,11/18/2009,1,Horn,266,119
23456,11/18/2009,1,Mountains in the Mist,471,119
23457,11/18/2009,1,Poor Heart,122,119
23458,11/18/2009,1,Fourty Six Days,721,119
23459,11/18/2009,1,David Bowie,671,119
23460,11/18/2009,2,Runaway Jim,431,119
23461,11/18/2009,2,Down with Disease,915,119
23462,11/18/2009,2,Free,484,119
23463,11/18/2009,2,Waste,326,119
23464,11/18/2009,2,Taste,598,119
23465,11/18/2009,2,Bug,435,119
23466,11/18/2009,2,Wading in the Velvet Sea,322,119
23467,11/18/2009,2,Mike's Song,509,119
23468,11/18/2009,2,I Am Hydrogen,172,119
23469,11/18/2009,2,Weekapaug Groove,435,119
23470,11/18/2009,2,Cavern,312,119
23471,11/18/2009,E,Character Zero,471,119
23472,11/20/2009,1,Chalk Dust Torture,440,630
23473,11/20/2009,1,The Moma Dance,446,630
23474,11/20/2009,1,Divided Sky,995,630
23475,11/20/2009,1,Alaska,609,630
23476,11/20/2009,1,Water in the Sky,182,630
23477,11/20/2009,1,Fast Enough for You,468,630
23478,11/20/2009,1,Time Turns Elastic,1034,630
23479,11/20/2009,1,Gotta Jibboo,659,630
23480,11/20/2009,1,Fluffhead,908,630
23481,11/20/2009,2,Punch You In the Eye,501,630
23482,11/20/2009,2,Tweezer,901,630
23483,11/20/2009,2,Light,473,630
23484,11/20/2009,2,Back on the Train,335,630
23485,11/20/2009,2,Possum,580,630
23486,11/20/2009,2,Slave to the Traffic Light,574,630
23487,11/20/2009,2,You Enjoy Myself,1219,630
23488,11/20/2009,E,Joy,321,630
23489,11/20/2009,E,Golgi Apparatus,270,630
23490,11/20/2009,E,Tweezer Reprise,222,630
23491,11/21/2009,1,Wilson,285,630
23492,11/21/2009,1,NICU,309,630
23493,11/21/2009,1,Wolfman's Brother,561,630
23494,11/21/2009,1,Ocelot,594,630
23495,11/21/2009,1,Torn and Frayed,466,630
23496,11/21/2009,1,Strange Design,181,630
23497,11/21/2009,1,Ginseng Sullivan,179,630
23498,11/21/2009,1,Albuquerque,265,630
23499,11/21/2009,1,Split Open and Melt,818,630
23500,11/21/2009,1,Dirt,270,630
23501,11/21/2009,1,Limb By Limb,412,630
23502,11/21/2009,1,Run Like an Antelope,574,630
23503,11/21/2009,2,Rock and Roll,1002,630
23504,11/21/2009,2,Ghost,638,630
23505,11/21/2009,2,If I Could,470,630
23506,11/21/2009,2,Backwards Down the Number Line,374,630
23507,11/21/2009,2,Prince Caspian,429,630
23508,11/21/2009,2,Suzy Greenberg,367,630
23509,11/21/2009,2,Also Sprach Zarathustra,360,630
23510,11/21/2009,2,The Squirming Coil,555,630
23511,11/21/2009,E,Sleeping Monkey,300,630
23512,11/21/2009,E,Axilla,230,630
23513,11/22/2009,1,David Bowie,676,664
23514,11/22/2009,1,Julius,523,664
23515,11/22/2009,1,Sparkle,253,664
23516,11/22/2009,1,Kill Devil Falls,560,664
23517,11/22/2009,1,Lawn Boy,208,664
23518,11/22/2009,1,Heavy Things,394,664
23519,11/22/2009,1,Funky Bitch,325,664
23520,11/22/2009,1,Sample in a Jar,316,664
23521,11/22/2009,1,Boogie On Reggae Woman,358,664
23522,11/22/2009,1,Let Me Lie,390,664
23523,11/22/2009,1,Beauty of a Broken Heart,337,664
23524,11/22/2009,1,Stash,758,664
23525,11/22/2009,2,Drowned,949,664
23526,11/22/2009,2,Twist,437,664
23527,11/22/2009,2,Piper,428,664
23528,11/22/2009,2,Big Black Furry Creature from Mars,536,664
23529,11/22/2009,2,Tube,206,664
23530,11/22/2009,2,Theme From the Bottom,497,664
23531,11/22/2009,2,Maze,562,664
23532,11/22/2009,2,The Horse,68,664
23533,11/22/2009,2,Silent in the Morning,315,664
23534,11/22/2009,2,Character Zero,390,664
23535,11/22/2009,2,First Tube,606,664
23536,11/22/2009,E,Good Times Bad Times,448,664
23537,11/24/2009,1,Chalk Dust Torture,524,660
23538,11/24/2009,1,Bathtub Gin,762,660
23539,11/24/2009,1,Cities,372,660
23540,11/24/2009,1,Camel Walk,293,660
23541,11/24/2009,1,The Curtain With,790,660
23542,11/24/2009,1,The Wedge,367,660
23543,11/24/2009,1,The Moma Dance,404,660
23544,11/24/2009,1,Reba,765,660
23545,11/24/2009,1,Golgi Apparatus,285,660
23546,11/24/2009,1,Stealing Time From the Faulty Plan,406,660
23547,11/24/2009,2,Possum,593,660
23548,11/24/2009,2,Down with Disease,1016,660
23549,11/24/2009,2,Twenty Years Later,437,660
23550,11/24/2009,2,Harry Hood,682,660
23551,11/24/2009,2,The Mango Song,451,660
23552,11/24/2009,2,Mike's Song,457,660
23553,11/24/2009,2,Simple,408,660
23554,11/24/2009,2,Slave to the Traffic Light,611,660
23555,11/24/2009,2,Weekapaug Groove,746,660
23556,11/24/2009,E,A Day in the Life,351,660
23557,11/25/2009,1,Kill Devil Falls,563,660
23558,11/25/2009,1,Fourty Six Days,519,660
23559,11/25/2009,1,Sugar Shack,371,660
23560,11/25/2009,1,Halley's Comet,398,660
23561,11/25/2009,1,Divided Sky,349,660
23562,11/25/2009,1,Sleep Again,558,660
23563,11/25/2009,1,Ocelot,334,660
23564,11/25/2009,1,Train Song,586,660
23565,11/25/2009,1,Wilson,476,660
23566,11/25/2009,1,Run Like an Antelope,702,660
23567,11/25/2009,2,Birds of a Feather,804,660
23568,11/25/2009,2,Farmhouse,347,660
23569,11/25/2009,2,Tweezer,751,660
23570,11/25/2009,2,You Enjoy Myself,1304,660
23571,11/25/2009,2,Esther,580,660
23572,11/25/2009,2,Time Turns Elastic,956,660
23573,11/25/2009,2,Tweezer Reprise,391,660
23574,11/25/2009,E,Oh! Sweet Nuthin',481,660
23575,11/27/2009,1,AC/DC Bag,421,617
23576,11/27/2009,1,Maze,656,617
23577,11/27/2009,1,Driver,284,617
23578,11/27/2009,1,My Mind's Got a Mind of its Own,197,617
23579,11/27/2009,1,Gumbo,339,617
23580,11/27/2009,1,Bouncing Around the Room,217,617
23581,11/27/2009,1,It's Ice,501,617
23582,11/27/2009,1,Two Versions of Me,308,617
23583,11/27/2009,1,Timber (Jerry),410,617
23584,11/27/2009,1,Limb By Limb,438,617
23585,11/27/2009,1,Cavern,256,617
23586,11/27/2009,1,Light,566,617
23587,11/27/2009,2,"My Friend, My Friend",362,617
23588,11/27/2009,2,Golden Age,573,617
23589,11/27/2009,2,On Your Way Down,470,617
23590,11/27/2009,2,Fluffhead,910,617
23591,11/27/2009,2,Piper,601,617
23592,11/27/2009,2,Tomorrow's Song,286,617
23593,11/27/2009,2,Prince Caspian,415,617
23594,11/27/2009,2,Harry Hood,769,617
23595,11/27/2009,2,Suzy Greenberg,345,617
23596,11/27/2009,2,The Squirming Coil,574,617
23597,11/27/2009,2,I Been Around,140,617
23598,11/27/2009,E,Fire,292,617
23599,11/28/2009,1,Party Time,477,617
23600,11/28/2009,1,Stealing Time From the Faulty Plan,380,617
23601,11/28/2009,1,Uncle Pen,259,617
23602,11/28/2009,1,Sanity,330,617
23603,11/28/2009,1,Foam,482,617
23604,11/28/2009,1,Walk Away,255,617
23605,11/28/2009,1,NICU,318,617
23606,11/28/2009,1,Alaska,548,617
23607,11/28/2009,1,Split Open and Melt,766,617
23608,11/28/2009,1,Joy,318,617
23609,11/28/2009,1,Vultures,432,617
23610,11/28/2009,1,Backwards Down the Number Line,475,617
23611,11/28/2009,2,Seven Below,1489,617
23612,11/28/2009,2,Ghost,1375,617
23613,11/28/2009,2,Cool It Down,262,617
23614,11/28/2009,2,Gotta Jibboo,577,617
23615,11/28/2009,2,Let Me Lie,327,617
23616,11/28/2009,2,Wolfman's Brother,508,617
23617,11/28/2009,2,Julius,471,617
23618,11/28/2009,E,You Enjoy Myself,1172,617
23619,11/29/2009,1,Possum,543,140
23620,11/29/2009,1,Down with Disease,541,140
23621,11/29/2009,1,Nellie Kane,183,140
23622,11/29/2009,1,Weigh,311,140
23623,11/29/2009,1,When the Circus Comes,344,140
23624,11/29/2009,1,Kill Devil Falls,530,140
23625,11/29/2009,1,Water in the Sky,195,140
23626,11/29/2009,1,Stash,754,140
23627,11/29/2009,1,Meat,452,140
23628,11/29/2009,1,Undermind,508,140
23629,11/29/2009,1,Mike's Song,547,140
23630,11/29/2009,1,I Am Hydrogen,157,140
23631,11/29/2009,1,Weekapaug Groove,429,140
23632,11/29/2009,2,The Moma Dance,451,140
23633,11/29/2009,2,Rock and Roll,750,140
23634,11/29/2009,2,Light,734,140
23635,11/29/2009,2,Crimes of the Mind,491,140
23636,11/29/2009,2,Pebbles and Marbles,501,140
23637,11/29/2009,2,Also Sprach Zarathustra,389,140
23638,11/29/2009,2,Golgi Apparatus,266,140
23639,11/29/2009,2,Cavern,248,140
23640,11/29/2009,2,Run Like an Antelope,613,140
23641,11/29/2009,E,Free Bird,277,140
23642,11/29/2009,E,Carini,304,140
23643,11/29/2009,E,Waste,342,140
23644,12/2/2009,1,AC/DC Bag,458,308
23645,12/2/2009,1,Chalk Dust Torture,551,308
23646,12/2/2009,1,Wolfman's Brother,586,308
23647,12/2/2009,1,NICU,303,308
23648,12/2/2009,1,Ocelot,652,308
23649,12/2/2009,1,Brian and Robert,211,308
23650,12/2/2009,1,Poor Heart,137,308
23651,12/2/2009,1,Sample in a Jar,316,308
23652,12/2/2009,1,Peaches en Regalia,199,308
23653,12/2/2009,1,Divided Sky,908,308
23654,12/2/2009,1,Cavern,291,308
23655,12/2/2009,2,Golgi Apparatus,293,308
23656,12/2/2009,2,Light,1013,308
23657,12/2/2009,2,Slave to the Traffic Light,550,308
23658,12/2/2009,2,Tweezer,669,308
23659,12/2/2009,2,Joy,294,308
23660,12/2/2009,2,Sparkle,236,308
23661,12/2/2009,2,Harry Hood,726,308
23662,12/2/2009,2,Wading in the Velvet Sea,343,308
23663,12/2/2009,2,Suzy Greenberg,368,308
23664,12/2/2009,2,Run Like an Antelope,548,308
23665,12/2/2009,E,A Day in the Life,271,308
23666,12/2/2009,E,Tweezer Reprise,227,308
23667,12/3/2009,1,Punch You In the Eye,523,308
23668,12/3/2009,1,Backwards Down the Number Line,476,308
23669,12/3/2009,1,Axilla,200,308
23670,12/3/2009,1,Taste,550,308
23671,12/3/2009,1,Boogie On Reggae Woman,347,308
23672,12/3/2009,1,Stash,703,308
23673,12/3/2009,1,Lawn Boy,184,308
23674,12/3/2009,1,Time Turns Elastic,921,308
23675,12/3/2009,1,Back on the Train,424,308
23676,12/3/2009,1,Julius,505,308
23677,12/3/2009,2,Down with Disease,1149,308
23678,12/3/2009,2,Piper,555,308
23679,12/3/2009,2,Fluffhead,910,308
23680,12/3/2009,2,Cities,412,308
23681,12/3/2009,2,Free,419,308
23682,12/3/2009,2,Halley's Comet,343,308
23683,12/3/2009,2,Also Sprach Zarathustra,392,308
23684,12/3/2009,2,David Bowie,610,308
23685,12/3/2009,E,Character Zero,393,308
23686,12/4/2009,1,Heavy Things,375,308
23687,12/4/2009,1,Possum,544,308
23688,12/4/2009,1,Wilson,270,308
23689,12/4/2009,1,Kill Devil Falls,479,308
23690,12/4/2009,1,Glide,241,308
23691,12/4/2009,1,Fourty Six Days,421,308
23692,12/4/2009,1,Bouncing Around the Room,219,308
23693,12/4/2009,1,Reba,635,308
23694,12/4/2009,1,Dinner and a Movie,219,308
23695,12/4/2009,1,Guyute,653,308
23696,12/4/2009,1,Maze,577,308
23697,12/4/2009,1,First Tube,484,308
23698,12/4/2009,2,Scents and Subtle Sounds,428,308
23699,12/4/2009,2,Rock and Roll,663,308
23700,12/4/2009,2,Seven Below,635,308
23701,12/4/2009,2,Twist,489,308
23702,12/4/2009,2,Mike's Song,464,308
23703,12/4/2009,2,I Am Hydrogen,157,308
23704,12/4/2009,2,Weekapaug Groove,379,308
23705,12/4/2009,2,The Horse,69,308
23706,12/4/2009,2,Silent in the Morning,309,308
23707,12/4/2009,2,You Enjoy Myself,1265,308
23708,12/4/2009,E,Shine a Light,333,308
23709,12/5/2009,1,AC/DC Bag,392,256
23710,12/5/2009,1,Chalk Dust Torture,409,256
23711,12/5/2009,1,Stealing Time From the Faulty Plan,317,256
23712,12/5/2009,1,Divided Sky,870,256
23713,12/5/2009,1,Ya Mar,506,256
23714,12/5/2009,1,Sneakin' Sally Through the Alley,456,256
23715,12/5/2009,1,The Old Home Place,159,256
23716,12/5/2009,1,Cavern,260,256
23717,12/5/2009,1,Funky Bitch,370,256
23718,12/5/2009,1,David Bowie,631,256
23719,12/5/2009,1,The Wedge,398,256
23720,12/5/2009,1,Bold As Love,398,256
23721,12/5/2009,2,Tweezer,672,256
23722,12/5/2009,2,Light,809,256
23723,12/5/2009,2,Piper,496,256
23724,12/5/2009,2,Free,415,256
23725,12/5/2009,2,Sweet Virginia,298,256
23726,12/5/2009,2,Harry Hood,753,256
23727,12/5/2009,2,Suzy Greenberg,363,256
23728,12/5/2009,2,Golgi Apparatus,266,256
23729,12/5/2009,2,Run Like an Antelope,609,256
23730,12/5/2009,E,Loving Cup,385,256
23731,12/5/2009,E,Tweezer Reprise,295,256
23732,12/28/2009,1,Sample in a Jar,341,25
23733,12/28/2009,1,NICU,306,25
23734,12/28/2009,1,My Soul,416,25
23735,12/28/2009,1,Roggae,604,25
23736,12/28/2009,1,Undermind,430,25
23737,12/28/2009,1,Bouncing Around the Room,228,25
23738,12/28/2009,1,Poor Heart,126,25
23739,12/28/2009,1,Stash,907,25
23740,12/28/2009,1,I Didn't Know,335,25
23741,12/28/2009,1,Beauty of a Broken Heart,341,25
23742,12/28/2009,1,Possum,521,25
23743,12/28/2009,2,Mike's Song,578,25
23744,12/28/2009,2,Light,746,25
23745,12/28/2009,2,I Am Hydrogen,169,25
23746,12/28/2009,2,Weekapaug Groove,386,25
23747,12/28/2009,2,Alaska,497,25
23748,12/28/2009,2,Backwards Down the Number Line,534,25
23749,12/28/2009,2,Makisupa Policeman,527,25
23750,12/28/2009,2,Harry Hood,1093,25
23751,12/28/2009,2,Contact,391,25
23752,12/28/2009,2,Character Zero,498,25
23753,12/28/2009,E,First Tube,554,25
23754,12/29/2009,1,Golgi Apparatus,304,25
23755,12/29/2009,1,Maze,695,25
23756,12/29/2009,1,Driver,244,25
23757,12/29/2009,1,The Connection,255,25
23758,12/29/2009,1,Wolfman's Brother,622,25
23759,12/29/2009,1,Ocelot,559,25
23760,12/29/2009,1,Reba,790,25
23761,12/29/2009,1,Access Me,206,25
23762,12/29/2009,1,Divided Sky,832,25
23763,12/29/2009,1,Cavern,284,25
23764,12/29/2009,2,Kill Devil Falls,504,25
23765,12/29/2009,2,Tweezer,994,25
23766,12/29/2009,2,Prince Caspian,514,25
23767,12/29/2009,2,Gotta Jibboo,696,25
23768,12/29/2009,2,Wilson,228,25
23769,12/29/2009,2,Gotta Jibboo,99,25
23770,12/29/2009,2,Heavy Things,463,25
23771,12/29/2009,2,Also Sprach Zarathustra,485,25
23772,12/29/2009,2,Slave to the Traffic Light,542,25
23773,12/29/2009,E,Sleeping Monkey,321,25
23774,12/29/2009,E,Tweezer Reprise,236,25
23775,12/30/2009,1,Soul Shakedown Party,292,25
23776,12/30/2009,1,Runaway Jim,456,25
23777,12/30/2009,1,Jesus Just Left Chicago,518,25
23778,12/30/2009,1,Dixie Cannonball,158,25
23779,12/30/2009,1,Stealing Time From the Faulty Plan,335,25
23780,12/30/2009,1,Corinna,361,25
23781,12/30/2009,1,What's the Use?,345,25
23782,12/30/2009,1,Tela,479,25
23783,12/30/2009,1,Gone,319,25
23784,12/30/2009,1,Rocky Top,164,25
23785,12/30/2009,1,Chalk Dust Torture,444,25
23786,12/30/2009,1,David Bowie,681,25
23787,12/30/2009,2,Sand,801,25
23788,12/30/2009,2,The Curtain With,782,25
23789,12/30/2009,2,Lifeboy,472,25
23790,12/30/2009,2,Back on the Train,1031,25
23791,12/30/2009,2,Wading in the Velvet Sea,314,25
23792,12/30/2009,2,Hold Your Head Up,97,25
23793,12/30/2009,2,Love You,380,25
23794,12/30/2009,2,Hold Your Head Up,143,25
23795,12/30/2009,2,Free,465,25
23796,12/30/2009,2,Boogie On Reggae Woman,361,25
23797,12/30/2009,2,Run Like an Antelope,580,25
23798,12/30/2009,E,Frankenstein,288,25
23799,12/31/2009,1,AC/DC Bag,420,25
23800,12/31/2009,E,Blue Moon,234,25
23801,12/31/2009,1,Fourty Six Days,415,25
23802,12/31/2009,1,Water in the Sky,179,25
23803,12/31/2009,1,Bathtub Gin,627,25
23804,12/31/2009,1,Punch You In the Eye,469,25
23805,12/31/2009,1,The Moma Dance,437,25
23806,12/31/2009,1,Guyute,682,25
23807,12/31/2009,1,Swept Away,56,25
23808,12/31/2009,1,Steep,284,25
23809,12/31/2009,1,Demand,114,25
23810,12/31/2009,1,Seven Below,488,25
23811,12/31/2009,1,Lawn Boy,179,25
23812,12/31/2009,1,Julius,499,25
23813,12/31/2009,2,Rock and Roll,573,25
23814,12/31/2009,2,Piper,595,25
23815,12/31/2009,2,Simple,523,25
23816,12/31/2009,2,Theme From the Bottom,487,25
23817,12/31/2009,2,Shine a Light,319,25
23818,12/31/2009,2,Ghost,832,25
23819,12/31/2009,2,NO2,192,25
23820,12/31/2009,2,Suzy Greenberg,398,25
23821,12/31/2009,3,Party Time,388,25
23822,12/31/2009,3,Auld Lang Syne,65,25
23823,12/31/2009,3,Down with Disease,747,25
23824,12/31/2009,3,Fluffhead,882,25
23825,12/31/2009,3,Joy,293,25
23826,12/31/2009,3,The Squirming Coil,504,25
23827,12/31/2009,3,You Enjoy Myself,1105,25
23828,12/31/2009,E,Loving Cup,381,25
23829,3/15/2010,1,Watcher of the Skies,438,607
23830,3/15/2010,1,Trey Inducts Genesis,418,607
23831,3/15/2010,1,No Reply At All,280,607
23832,5/13/2010,1,Loving Cup,318,358
23833,5/13/2010,1,Kill Devil Falls,331,358
23834,6/11/2010,1,Down with Disease,561,624
23835,6/11/2010,1,Wolfman's Brother,602,624
23836,6/11/2010,1,Possum,611,624
23837,6/11/2010,1,Boogie On Reggae Woman,315,624
23838,6/11/2010,1,Reba,802,624
23839,6/11/2010,1,Jesus Just Left Chicago,497,624
23840,6/11/2010,1,Divided Sky,868,624
23841,6/11/2010,1,Golgi Apparatus,274,624
23842,6/11/2010,1,David Bowie,676,624
23843,6/11/2010,2,Light,800,624
23844,6/11/2010,2,Maze,577,624
23845,6/11/2010,2,Ghost,910,624
23846,6/11/2010,2,Limb By Limb,643,624
23847,6/11/2010,2,Prince Caspian,472,624
23848,6/11/2010,2,The Horse,77,624
23849,6/11/2010,2,Silent in the Morning,315,624
23850,6/11/2010,2,Run Like an Antelope,674,624
23851,6/11/2010,2,Show of Life,372,624
23852,6/11/2010,E,Cavern,253,624
23853,6/11/2010,E,Julius,473,624
23854,6/12/2010,1,Look Out Cleveland,273,71
23855,6/12/2010,1,Ocelot,577,71
23856,6/12/2010,1,Water in the Sky,273,71
23857,6/12/2010,1,Stash,702,71
23858,6/12/2010,1,The Ballad of Curtis Loew,301,71
23859,6/12/2010,1,Sample in a Jar,348,71
23860,6/12/2010,1,Time Turns Elastic,1066,71
23861,6/12/2010,1,Mike's Song,538,71
23862,6/12/2010,1,I Am Hydrogen,186,71
23863,6/12/2010,1,Weekapaug Groove,556,71
23864,6/12/2010,2,Rock and Roll,840,71
23865,6/12/2010,2,Harry Hood,907,71
23866,6/12/2010,2,Backwards Down the Number Line,817,71
23867,6/12/2010,2,Twenty Years Later,445,71
23868,6/12/2010,2,Instant Karma!,235,71
23869,6/12/2010,2,The Oh Kee Pa Ceremony,110,71
23870,6/12/2010,2,Suzy Greenberg,335,71
23871,6/12/2010,2,Waste,336,71
23872,6/12/2010,2,Character Zero,557,71
23873,6/12/2010,E,The Squirming Coil,526,71
23874,6/13/2010,1,Gotta Jibboo,590,231
23875,6/13/2010,1,Chalk Dust Torture,477,231
23876,6/13/2010,1,Fluffhead,943,231
23877,6/13/2010,1,Funky Bitch,406,231
23878,6/13/2010,1,Runaway Jim,551,231
23879,6/13/2010,1,NICU,297,231
23880,6/13/2010,1,Horn,217,231
23881,6/13/2010,1,It's Ice,460,231
23882,6/13/2010,1,Bouncing Around the Room,219,231
23883,6/13/2010,1,Sparkle,269,231
23884,6/13/2010,1,Split Open and Melt,774,231
23885,6/13/2010,2,Drowned,708,231
23886,6/13/2010,2,Tweezer,797,231
23887,6/13/2010,2,Twist,600,231
23888,6/13/2010,2,Piper,585,231
23889,6/13/2010,2,Free,457,231
